ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,52983.0,241.96,12819766.68,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,21398.0,241.04,5157773.92,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,19803.0,239.82,4749155.46,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,24525.0,239.12,5864418.0,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,27280.0,232.03,6329778.4,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,34353.0,232.88,8000126.64,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,41983.0,233.93,9821083.19,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,29661.0,234.87,6966479.07,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,21446.0,235.89,5058896.94,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,2000.0,236.82,473640.0,0.0017143737119570224,2.1994779312013444
NVDA,HUANG JEN HSUN,"Director,Officer",2022-03-01,S,5700.0,238.19,1357683.0,0.0017143737119570224,2.1994779312013444
MSFT,Nadella Satya,"Director,Officer",2022-03-01,S,7931.0,296.52,2351700.12,0.0003566418921824446,1.2421466266791297
PYPL,Alford Peggy,Officer,2022-02-28,S,926.0,110.31,102147.06,-0.0029082127743958173,1.5571855628657216
V,KELLY ALFRED F JR,"Director,Officer",2022-02-28,S,9000.0,216.0,1944000.0,-0.0007894472349741419,1.0362487720127094
UNH,BURKE RICHARD T,Director,2022-02-23,S,4000.0,465.3,1861200.0,0.001067903702445087,0.6847009726492874
UNH,BURKE RICHARD T,Director,2022-02-25,S,6000.0,470.38,2822280.0,0.0010735726649176438,0.708613638794462
